,Time,Container,Status,CPU %,Memory GB
36,2026-02-11 12:59:12,evolution,RUNNING,99106.06,1649.217
37,2026-02-11 12:59:12,supabase-imgproxy,RUNNING,101729.95,1649.217
38,2026-02-11 12:59:12,chatwoot_postgresV2,RUNNING,98888.36,1649.217
39,2026-02-11 12:59:12,gemini,RUNNING,99688.23,1649.217
40,2026-02-11 12:59:12,realtime-dev.supabase-realtime,RUNNING,100432.02,1649.217
41,2026-02-11 12:59:12,n8n,RUNNING,97949.96,1649.217
42,2026-02-11 12:59:12,supabase-auth,RUNNING,99201.71,1649.217
43,2026-02-11 12:59:12,supabase-edge-functions,RUNNING,100624.98,1649.217
44,2026-02-11 12:59:12,n8n_redis,RUNNING,96680.07,1649.217
45,2026-02-11 12:59:12,supabase-vector,RUNNING,100265.45,1649.217
46,2026-02-11 12:59:12,chatwoot_sidekiq,RUNNING,98088.49,1649.217
47,2026-02-11 12:59:12,supabase-db,RUNNING,98187.45,1649.217
48,2026-02-11 12:59:12,supabase-kong,RUNNING,99694.83,1649.217
49,2026-02-11 12:59:12,redis,RUNNING,99742.65,1649.217
50,2026-02-11 12:59:12,postgres,RUNNING,99119.25,1649.217
51,2026-02-11 12:59:12,adminer,RUNNING,98947.73,1649.217
52,2026-02-11 12:59:12,chatwoot_sidekiqV2,RUNNING,99402.92,1649.217
53,2026-02-11 12:59:12,supabase-storage,RUNNING,97527.76,1649.217
54,2026-02-11 12:59:12,chatwoot_postgres,RUNNING,98419.99,1649.217
55,2026-02-11 12:59:12,n8n_postgres,RUNNING,100182.99,1649.217
56,2026-02-11 12:59:12,supabase-analytics,RUNNING,99196.76,1649.217
57,2026-02-11 12:59:12,n8n_pgvector,RUNNING,97791.64,1649.217
58,2026-02-11 12:59:12,chatwoot_redis,RUNNING,100331.42,1649.217
59,2026-02-11 12:59:12,supabase-meta,RUNNING,99030.19,1649.217
60,2026-02-11 12:59:12,supabase-studio,RUNNING,96856.53,1649.217
61,2026-02-11 12:59:12,db_proxy,RUNNING,101705.22,1649.217
62,2026-02-11 12:58:12,cadvisor,RUNNING,99884.53,1649.216
63,2026-02-11 12:58:12,waha,RUNNING,100030.15,1649.216
64,2026-02-11 12:58:12,app_proxy,RUNNING,98629.2,1649.216
65,2026-02-11 12:58:12,chatwoot_redisV2,RUNNING,101111.42,1649.216
66,2026-02-11 12:58:12,supabase-rest,RUNNING,102448.77,1649.216
67,2026-02-11 12:58:12,evolution,RUNNING,102162.55,1649.216
68,2026-02-11 12:58:12,supabase-imgproxy,RUNNING,101074.59,1649.216
69,2026-02-11 12:58:12,chatwoot_postgresV2,RUNNING,101072.92,1649.216
70,2026-02-11 12:58:12,gemini,RUNNING,99012.49,1649.216
71,2026-02-11 12:58:12,realtime-dev.supabase-realtime,RUNNING,101245.32,1649.216
72,2026-02-11 12:58:12,n8n,RUNNING,100403.41,1649.216
73,2026-02-11 12:58:12,supabase-auth,RUNNING,100443.58,1649.216
74,2026-02-11 12:58:12,supabase-edge-functions,RUNNING,100366.58,1649.216
75,2026-02-11 12:58:12,n8n_redis,RUNNING,101489.69,1649.216
76,2026-02-11 12:58:12,supabase-vector,RUNNING,101499.73,1649.216
77,2026-02-11 12:58:12,chatwoot_sidekiq,RUNNING,99817.58,1649.216
78,2026-02-11 12:58:12,supabase-db,RUNNING,102587.69,1649.216
79,2026-02-11 12:58:12,supabase-kong,RUNNING,101769.21,1649.216
80,2026-02-11 12:58:12,redis,RUNNING,100528.94,1649.216
81,2026-02-11 12:58:12,postgres,RUNNING,101257.03,1649.216
82,2026-02-11 12:58:12,adminer,RUNNING,101297.2,1649.216
83,2026-02-11 12:58:12,chatwoot_sidekiqV2,RUNNING,100632.71,1649.216
84,2026-02-11 12:58:12,supabase-storage,RUNNING,102510.7,1649.216
85,2026-02-11 12:58:12,chatwoot_postgres,RUNNING,101886.38,1649.216
86,2026-02-11 12:58:12,n8n_postgres,RUNNING,101439.48,1649.216
87,2026-02-11 12:58:12,supabase-analytics,RUNNING,99757.33,1649.216
88,2026-02-11 12:58:12,n8n_pgvector,RUNNING,103794.49,1649.216
89,2026-02-11 12:58:12,chatwoot_redis,RUNNING,98997.43,1649.216
90,2026-02-11 12:58:12,supabase-meta,RUNNING,100020.11,1649.216
91,2026-02-11 12:58:12,supabase-studio,RUNNING,100697.99,1649.216
92,2026-02-11 12:58:12,db_proxy,RUNNING,101362.48,1649.216
93,2026-02-11 12:57:12,cadvisor,RUNNING,100529.59,1649.216
94,2026-02-11 12:57:12,waha,RUNNING,98062.96,1649.216
95,2026-02-11 12:57:12,app_proxy,RUNNING,100479.39,1649.216
96,2026-02-11 12:57:12,chatwoot_redisV2,RUNNING,100342.17,1649.216
97,2026-02-11 12:57:12,supabase-rest,RUNNING,98998.4,1649.216
98,2026-02-11 12:57:12,evolution,RUNNING,97488.97,1649.216
99,2026-02-11 12:57:12,supabase-imgproxy,RUNNING,97542.52,1649.216
100,2026-02-11 12:57:12,chatwoot_postgresV2,RUNNING,98628.57,1649.216
101,2026-02-11 12:57:12,gemini,RUNNING,100037.6,1649.216
102,2026-02-11 12:57:12,realtime-dev.supabase-realtime,RUNNING,100002.46,1649.216
103,2026-02-11 12:57:12,n8n,RUNNING,100673.51,1649.216
104,2026-02-11 12:57:12,supabase-auth,RUNNING,99530.55,1649.216
105,2026-02-11 12:57:12,supabase-edge-functions,RUNNING,99272.85,1649.216
106,2026-02-11 12:57:12,n8n_redis,RUNNING,100700.28,1649.216
107,2026-02-11 12:57:12,supabase-vector,RUNNING,97858.8,1649.216
108,2026-02-11 12:57:12,chatwoot_sidekiq,RUNNING,100069.4,1649.216
109,2026-02-11 12:57:12,supabase-db,RUNNING,99127.26,1649.216
110,2026-02-11 12:57:12,supabase-kong,RUNNING,100748.81,1649.216
111,2026-02-11 12:57:12,redis,RUNNING,98657.02,1649.216
112,2026-02-11 12:57:12,postgres,RUNNING,97647.95,1649.216
113,2026-02-11 12:57:12,adminer,RUNNING,100770.56,1649.216
114,2026-02-11 12:57:12,chatwoot_sidekiqV2,RUNNING,99025.18,1649.216
115,2026-02-11 12:57:12,supabase-storage,RUNNING,97775.13,1649.216
116,2026-02-11 12:57:12,chatwoot_postgres,RUNNING,101264.23,1649.216
117,2026-02-11 12:57:12,n8n_postgres,RUNNING,98002.71,1649.216
118,2026-02-11 12:57:12,supabase-analytics,RUNNING,99625.94,1649.216
119,2026-02-11 12:57:12,n8n_pgvector,RUNNING,97678.07,1649.216
120,2026-02-11 12:57:12,chatwoot_redis,RUNNING,99395.01,1649.216
121,2026-02-11 12:57:12,supabase-meta,RUNNING,100347.19,1649.216
122,2026-02-11 12:57:12,supabase-studio,RUNNING,100698.61,1649.216
123,2026-02-11 12:57:12,db_proxy,RUNNING,97832.02,1649.216
124,2026-02-11 12:56:12,cadvisor,RUNNING,100362.72,1649.216
125,2026-02-11 12:56:12,waha,RUNNING,100257.99,1649.216
126,2026-02-11 12:56:12,app_proxy,RUNNING,99079.36,1649.216
127,2026-02-11 12:56:12,chatwoot_redisV2,RUNNING,97664.68,1649.216
128,2026-02-11 12:56:12,supabase-rest,RUNNING,100389.32,1649.216
129,2026-02-11 12:56:12,evolution,RUNNING,99918.86,1649.216
130,2026-02-11 12:56:12,supabase-imgproxy,RUNNING,98894.84,1649.216
131,2026-02-11 12:56:12,chatwoot_postgresV2,RUNNING,98770.16,1649.216
132,2026-02-11 12:56:12,gemini,RUNNING,99395.21,1649.216
133,2026-02-11 12:56:12,realtime-dev.supabase-realtime,RUNNING,99179.1,1649.216
134,2026-02-11 12:56:12,n8n,RUNNING,99433.45,1649.216
135,2026-02-11 12:56:12,supabase-auth,RUNNING,100231.39,1649.216
136,2026-02-11 12:56:12,supabase-edge-functions,RUNNING,100806.57,1649.216
137,2026-02-11 12:56:12,n8n_redis,RUNNING,97639.74,1649.216
138,2026-02-11 12:56:12,supabase-vector,RUNNING,101832.26,1649.216
139,2026-02-11 12:56:12,chatwoot_sidekiq,RUNNING,101288.66,1649.216
140,2026-02-11 12:56:12,supabase-db,RUNNING,98213.26,1649.216
141,2026-02-11 12:56:12,supabase-kong,RUNNING,97315.58,1649.216
142,2026-02-11 12:56:12,redis,RUNNING,99967.07,1649.216
143,2026-02-11 12:56:12,postgres,RUNNING,101328.56,1649.216
144,2026-02-11 12:56:12,adminer,RUNNING,99366.95,1649.216
145,2026-02-11 12:56:12,chatwoot_sidekiqV2,RUNNING,101584.56,1649.216
146,2026-02-11 12:56:12,supabase-storage,RUNNING,100528.96,1649.216
147,2026-02-11 12:56:12,chatwoot_postgres,RUNNING,97787.69,1649.216
148,2026-02-11 12:56:12,n8n_postgres,RUNNING,99260.56,1649.216
149,2026-02-11 12:56:12,supabase-analytics,RUNNING,100951.2,1649.216
150,2026-02-11 12:56:12,n8n_pgvector,RUNNING,100613.74,1649.216
151,2026-02-11 12:56:12,chatwoot_redis,RUNNING,100399.29,1649.216
152,2026-02-11 12:56:12,supabase-meta,RUNNING,100816.55,1649.216
153,2026-02-11 12:56:12,supabase-studio,RUNNING,98876.55,1649.216
154,2026-02-11 12:56:12,db_proxy,RUNNING,100341.11,1649.216
155,2026-02-11 12:55:12,cadvisor,RUNNING,99122.29,1649.216
156,2026-02-11 12:55:12,waha,RUNNING,100031.99,1649.216
157,2026-02-11 12:55:12,app_proxy,RUNNING,100994.81,1649.216
158,2026-02-11 12:55:12,chatwoot_redisV2,RUNNING,101316.86,1649.216
159,2026-02-11 12:55:12,supabase-rest,RUNNING,98287.3,1649.216
160,2026-02-11 12:55:12,evolution,RUNNING,101657.17,1649.216
161,2026-02-11 12:55:12,supabase-imgproxy,RUNNING,101253.78,1649.216
162,2026-02-11 12:55:12,chatwoot_postgresV2,RUNNING,100983.19,1649.216
163,2026-02-11 12:55:12,gemini,RUNNING,101167.46,1649.216
164,2026-02-11 12:55:12,realtime-dev.supabase-realtime,RUNNING,100752.45,1649.216
165,2026-02-11 12:55:12,supabase-pooler,RUNNING,100008.68,1649.216
166,2026-02-11 12:55:12,n8n,RUNNING,100181.4,1649.216
167,2026-02-11 12:55:12,supabase-auth,RUNNING,101248.8,1649.216
168,2026-02-11 12:55:12,supabase-edge-functions,RUNNING,97832.45,1649.216
169,2026-02-11 12:55:12,n8n_redis,RUNNING,102641.57,1649.216
170,2026-02-11 12:55:12,supabase-vector,RUNNING,98270.7,1649.216
171,2026-02-11 12:55:12,chatwoot_sidekiq,RUNNING,98288.96,1649.216
172,2026-02-11 12:55:12,supabase-db,RUNNING,102449,1649.216
173,2026-02-11 12:55:12,supabase-kong,RUNNING,100520.04,1649.216
174,2026-02-11 12:55:12,redis,RUNNING,100852.05,1649.216
175,2026-02-11 12:55:12,postgres,RUNNING,99543.94,1649.216
176,2026-02-11 12:55:12,adminer,RUNNING,100853.71,1649.216
177,2026-02-11 12:55:12,chatwoot_sidekiqV2,RUNNING,97508.74,1649.216
178,2026-02-11 12:55:12,supabase-storage,RUNNING,100641.22,1649.216
179,2026-02-11 12:55:12,chatwoot_postgres,RUNNING,99797.93,1649.216
180,2026-02-11 12:55:12,n8n_postgres,RUNNING,101265.4,1649.216
181,2026-02-11 12:55:12,supabase-analytics,RUNNING,99593.74,1649.216
182,2026-02-11 12:55:12,n8n_pgvector,RUNNING,98667.44,1649.216
183,2026-02-11 12:55:12,chatwoot_redis,RUNNING,100133.25,1649.216
184,2026-02-11 12:55:12,supabase-meta,RUNNING,98675.74,1649.216
185,2026-02-11 12:55:12,supabase-studio,RUNNING,100687.71,1649.216
186,2026-02-11 12:55:12,db_proxy,RUNNING,99485.84,1649.216
187,2026-02-11 12:54:12,cadvisor,RUNNING,102166.84,1649.216
188,2026-02-11 12:54:12,waha,RUNNING,100407.69,1649.216
189,2026-02-11 12:54:12,app_proxy,RUNNING,99590.41,1649.216
190,2026-02-11 12:54:12,chatwoot_redisV2,RUNNING,99364.49,1649.216
191,2026-02-11 12:54:12,supabase-rest,RUNNING,102744.92,1649.216
192,2026-02-11 12:54:12,evolution,RUNNING,99337.92,1649.216
193,2026-02-11 12:54:12,supabase-imgproxy,RUNNING,100339.58,1649.216
194,2026-02-11 12:54:12,chatwoot_postgresV2,RUNNING,99479.11,1649.216
195,2026-02-11 12:54:12,gemini,RUNNING,99198.38,1649.216
196,2026-02-11 12:54:12,realtime-dev.supabase-realtime,RUNNING,99009.01,1649.216
197,2026-02-11 12:54:12,n8n,RUNNING,101105.37,1649.216
198,2026-02-11 12:54:12,supabase-auth,RUNNING,99072.13,1649.216
199,2026-02-11 12:54:12,supabase-edge-functions,RUNNING,100366.16,1649.216
200,2026-02-11 12:54:12,n8n_redis,RUNNING,98698.38,1649.216
201,2026-02-11 12:54:12,supabase-vector,RUNNING,101178.46,1649.216
202,2026-02-11 12:54:12,chatwoot_sidekiq,RUNNING,100708.36,1649.216
203,2026-02-11 12:54:12,supabase-db,RUNNING,97821.29,1649.216
204,2026-02-11 12:54:12,supabase-kong,RUNNING,101219.99,1649.216
205,2026-02-11 12:54:12,redis,RUNNING,99000.7,1649.216
206,2026-02-11 12:54:12,rabbitmq,RUNNING,100075.06,1649.216
207,2026-02-11 12:54:12,postgres,RUNNING,99131.93,1649.216
208,2026-02-11 12:54:12,adminer,RUNNING,97965.81,1649.216
209,2026-02-11 12:54:12,chatwoot_sidekiqV2,RUNNING,101291.42,1649.216
210,2026-02-11 12:54:12,supabase-storage,RUNNING,99964.17,1649.216
211,2026-02-11 12:54:12,chatwoot_postgres,RUNNING,99608.68,1649.216
212,2026-02-11 12:54:12,n8n_postgres,RUNNING,100573.8,1649.216
213,2026-02-11 12:54:12,supabase-analytics,RUNNING,100518.99,1649.216
214,2026-02-11 12:54:12,n8n_pgvector,RUNNING,100940.92,1649.216
215,2026-02-11 12:54:12,chatwoot_redis,RUNNING,102112.02,1649.216
216,2026-02-11 12:54:12,supabase-meta,RUNNING,101462.51,1649.216
217,2026-02-11 12:54:12,supabase-studio,RUNNING,99813,1649.216
218,2026-02-11 12:54:12,db_proxy,RUNNING,100228.29,1649.216
219,2026-02-11 12:53:12,cadvisor,RUNNING,98999.47,1649.216
220,2026-02-11 12:53:12,waha,RUNNING,100437.95,1649.216
221,2026-02-11 12:53:12,app_proxy,RUNNING,100958.92,1649.216
222,2026-02-11 12:53:12,chatwoot_redisV2,RUNNING,99158.75,1649.216
223,2026-02-11 12:53:12,supabase-rest,RUNNING,99766,1649.216
224,2026-02-11 12:53:12,evolution,RUNNING,98578.05,1649.216
225,2026-02-11 12:53:12,supabase-imgproxy,RUNNING,98637.78,1649.216
226,2026-02-11 12:53:12,chatwoot_postgresV2,RUNNING,101440.07,1649.216
227,2026-02-11 12:53:12,gemini,RUNNING,100997.08,1649.216
228,2026-02-11 12:53:12,realtime-dev.supabase-realtime,RUNNING,98695.85,1649.216
229,2026-02-11 12:53:12,n8n,RUNNING,99167.05,1649.216
230,2026-02-11 12:53:12,supabase-auth,RUNNING,101282.45,1649.216
231,2026-02-11 12:53:12,supabase-edge-functions,RUNNING,99152.11,1649.216
232,2026-02-11 12:53:12,n8n_redis,RUNNING,99868.86,1649.216
233,2026-02-11 12:53:12,supabase-vector,RUNNING,98392.22,1649.216
234,2026-02-11 12:53:12,chatwoot_sidekiq,RUNNING,99427.53,1649.216
235,2026-02-11 12:53:12,supabase-db,RUNNING,101181.25,1649.216
236,2026-02-11 12:53:12,supabase-kong,RUNNING,100560.73,1649.216
237,2026-02-11 12:53:12,redis,RUNNING,99824.07,1649.216
238,2026-02-11 12:53:12,postgres,RUNNING,100099.48,1649.216
239,2026-02-11 12:53:12,adminer,RUNNING,100121.05,1649.216
240,2026-02-11 12:53:12,chatwoot_sidekiqV2,RUNNING,98307.61,1649.216
241,2026-02-11 12:53:12,supabase-storage,RUNNING,100519.25,1649.216
242,2026-02-11 12:53:12,chatwoot_postgres,RUNNING,100227.24,1649.216
243,2026-02-11 12:53:12,n8n_postgres,RUNNING,99193.59,1649.216
244,2026-02-11 12:53:12,supabase-analytics,RUNNING,100467.81,1649.216
245,2026-02-11 12:53:12,n8n_pgvector,RUNNING,100578.98,1649.216
246,2026-02-11 12:53:12,chatwoot_redis,RUNNING,98325.86,1649.216
247,2026-02-11 12:53:12,supabase-meta,RUNNING,99110.63,1649.216
248,2026-02-11 12:53:12,supabase-studio,RUNNING,101373.71,1649.216
249,2026-02-11 12:53:12,db_proxy,RUNNING,99545.33,1649.216
250,2026-02-11 12:52:11,cadvisor,RUNNING,98435.09,1649.216
251,2026-02-11 12:52:11,waha,RUNNING,98812.35,1649.216
252,2026-02-11 12:52:11,app_proxy,RUNNING,98723.88,1649.216
253,2026-02-11 12:52:11,chatwoot_redisV2,RUNNING,100493.36,1649.216
254,2026-02-11 12:52:11,supabase-rest,RUNNING,96860.91,1649.216
255,2026-02-11 12:52:11,evolution,RUNNING,101388.12,1649.216
256,2026-02-11 12:52:11,supabase-imgproxy,RUNNING,100156.16,1649.216
257,2026-02-11 12:52:11,chatwoot_postgresV2,RUNNING,98496.85,1649.216
258,2026-02-11 12:52:11,gemini,RUNNING,99778.89,1649.216
259,2026-02-11 12:52:11,realtime-dev.supabase-realtime,RUNNING,101531.68,1649.216
260,2026-02-11 12:52:11,n8n,RUNNING,99673.73,1649.216
261,2026-02-11 12:52:11,supabase-auth,RUNNING,99423.33,1649.216
262,2026-02-11 12:52:11,supabase-edge-functions,RUNNING,101641.86,1649.216
263,2026-02-11 12:52:11,n8n_redis,RUNNING,100850.6,1649.216
264,2026-02-11 12:52:11,supabase-vector,RUNNING,100094.4,1649.216
265,2026-02-11 12:52:11,chatwoot_sidekiq,RUNNING,99311.48,1649.216
266,2026-02-11 12:52:11,supabase-db,RUNNING,100037.64,1649.216
267,2026-02-11 12:52:11,supabase-kong,RUNNING,98618.71,1649.216
268,2026-02-11 12:52:11,redis,RUNNING,101035.89,1649.216
269,2026-02-11 12:52:11,postgres,RUNNING,101944.01,1649.216
270,2026-02-11 12:52:11,adminer,RUNNING,99605.28,1649.216
271,2026-02-11 12:52:11,chatwoot_sidekiqV2,RUNNING,101575.09,1649.216
272,2026-02-11 12:52:11,supabase-storage,RUNNING,97919.27,1649.216
273,2026-02-11 12:52:11,chatwoot_postgres,RUNNING,101581.76,1649.216
274,2026-02-11 12:52:11,n8n_postgres,RUNNING,99690.42,1649.216
275,2026-02-11 12:52:11,supabase-analytics,RUNNING,99495.11,1649.216
276,2026-02-11 12:52:11,n8n_pgvector,RUNNING,99560.21,1649.216
277,2026-02-11 12:52:11,chatwoot_redis,RUNNING,101852.19,1649.216
278,2026-02-11 12:52:11,supabase-meta,RUNNING,98597.01,1649.216
279,2026-02-11 12:52:11,supabase-studio,RUNNING,100777.15,1649.216
280,2026-02-11 12:52:11,db_proxy,RUNNING,99999.24,1649.216
281,2026-02-11 12:51:12,cadvisor,RUNNING,100943.1,1649.216
282,2026-02-11 12:51:12,waha,RUNNING,99893.83,1649.216
283,2026-02-11 12:51:12,app_proxy,RUNNING,100734.92,1649.216
284,2026-02-11 12:51:12,chatwoot_redisV2,RUNNING,101702.58,1649.216
285,2026-02-11 12:51:12,supabase-rest,RUNNING,102556.98,1649.216
286,2026-02-11 12:51:12,evolution,RUNNING,100596.68,1649.216
287,2026-02-11 12:51:12,supabase-imgproxy,RUNNING,101884.12,1649.216
288,2026-02-11 12:51:12,chatwoot_postgresV2,RUNNING,101336.16,1649.216
289,2026-02-11 12:51:12,gemini,RUNNING,98683.01,1649.216
290,2026-02-11 12:51:12,realtime-dev.supabase-realtime,RUNNING,99002.79,1649.216
291,2026-02-11 12:51:12,n8n,RUNNING,98969.48,1649.216
292,2026-02-11 12:51:12,supabase-auth,RUNNING,99675.65,1649.216
293,2026-02-11 12:51:12,supabase-edge-functions,RUNNING,100811.53,1649.216
294,2026-02-11 12:51:12,n8n_redis,RUNNING,98421.52,1649.216
295,2026-02-11 12:51:12,supabase-vector,RUNNING,99584.05,1649.216
296,2026-02-11 12:51:12,chatwoot_sidekiq,RUNNING,101199.59,1649.216
297,2026-02-11 12:51:12,supabase-db,RUNNING,101088,1649.216
298,2026-02-11 12:51:12,supabase-kong,RUNNING,100721.59,1649.216
299,2026-02-11 12:51:12,redis,RUNNING,98669.69,1649.216
300,2026-02-11 12:51:12,postgres,RUNNING,97961.84,1649.216
301,2026-02-11 12:51:12,adminer,RUNNING,101665.93,1649.216
302,2026-02-11 12:51:12,chatwoot_sidekiqV2,RUNNING,99955.46,1649.216
303,2026-02-11 12:51:12,supabase-storage,RUNNING,100684.95,1649.216
304,2026-02-11 12:51:12,chatwoot_postgres,RUNNING,99255.94,1649.216
305,2026-02-11 12:51:12,n8n_postgres,RUNNING,101201.26,1649.216
306,2026-02-11 12:51:12,supabase-analytics,RUNNING,100396.82,1649.216
307,2026-02-11 12:51:12,n8n_pgvector,RUNNING,98981.14,1649.216
308,2026-02-11 12:51:12,chatwoot_redis,RUNNING,98526.45,1649.216
309,2026-02-11 12:51:12,supabase-meta,RUNNING,100423.47,1649.216
310,2026-02-11 12:51:12,supabase-studio,RUNNING,97791.96,1649.216
311,2026-02-11 12:51:12,db_proxy,RUNNING,101102.99,1649.216
312,2026-02-11 12:50:12,cadvisor,RUNNING,99844.67,1649.216
313,2026-02-11 12:50:12,waha,RUNNING,100781.02,1649.216
314,2026-02-11 12:50:12,app_proxy,RUNNING,100371.37,1649.216
315,2026-02-11 12:50:12,chatwoot_redisV2,RUNNING,99473.48,1649.216
316,2026-02-11 12:50:12,supabase-rest,RUNNING,98471.92,1649.216
317,2026-02-11 12:50:12,evolution,RUNNING,99073.86,1649.216
318,2026-02-11 12:50:12,supabase-imgproxy,RUNNING,98184.33,1649.216
319,2026-02-11 12:50:12,chatwoot_postgresV2,RUNNING,98095.71,1649.216
320,2026-02-11 12:50:12,gemini,RUNNING,100587.06,1649.216
321,2026-02-11 12:50:12,realtime-dev.supabase-realtime,RUNNING,100421.53,1649.216
322,2026-02-11 12:50:12,n8n,RUNNING,100036.96,1649.216
323,2026-02-11 12:50:12,supabase-auth,RUNNING,100394.78,1649.216
324,2026-02-11 12:50:12,supabase-edge-functions,RUNNING,98353.21,1649.216
325,2026-02-11 12:50:12,n8n_redis,RUNNING,102018.34,1649.216
326,2026-02-11 12:50:12,supabase-vector,RUNNING,100918.13,1649.216
327,2026-02-11 12:50:12,chatwoot_sidekiq,RUNNING,100938.19,1649.216
328,2026-02-11 12:50:12,supabase-db,RUNNING,98975.21,1649.216
329,2026-02-11 12:50:12,supabase-kong,RUNNING,100423.2,1649.216
330,2026-02-11 12:50:12,redis,RUNNING,100003.52,1649.216
331,2026-02-11 12:50:12,postgres,RUNNING,101026.81,1649.216
332,2026-02-11 12:50:12,adminer,RUNNING,99672.45,1649.216
333,2026-02-11 12:50:12,chatwoot_sidekiqV2,RUNNING,100304.49,1649.216
334,2026-02-11 12:50:12,supabase-storage,RUNNING,101215.75,1649.216
335,2026-02-11 12:50:12,chatwoot_postgres,RUNNING,99998.5,1649.216
336,2026-02-11 12:50:12,n8n_postgres,RUNNING,98191.02,1649.216
337,2026-02-11 12:50:12,supabase-analytics,RUNNING,100057.02,1649.216
338,2026-02-11 12:50:12,n8n_pgvector,RUNNING,101364.57,1649.216
339,2026-02-11 12:50:12,chatwoot_redis,RUNNING,100122.23,1649.216
340,2026-02-11 12:50:12,supabase-meta,RUNNING,101535.11,1649.216
341,2026-02-11 12:50:12,supabase-studio,RUNNING,100234.26,1649.216
342,2026-02-11 12:50:12,db_proxy,RUNNING,98677.58,1649.216
343,2026-02-11 12:49:12,cadvisor,RUNNING,100333.53,1649.216
344,2026-02-11 12:49:12,waha,RUNNING,99972.27,1649.216
345,2026-02-11 12:49:12,app_proxy,RUNNING,99874.04,1649.216
346,2026-02-11 12:49:12,chatwoot_redisV2,RUNNING,99830.76,1649.216
347,2026-02-11 12:49:12,supabase-rest,RUNNING,99293.03,1649.216
348,2026-02-11 12:49:12,evolution,RUNNING,98811.91,1649.216
349,2026-02-11 12:49:12,supabase-imgproxy,RUNNING,100536.63,1649.216
350,2026-02-11 12:49:12,chatwoot_postgresV2,RUNNING,100423.42,1649.216
351,2026-02-11 12:49:12,gemini,RUNNING,99346.31,1649.216
352,2026-02-11 12:49:12,realtime-dev.supabase-realtime,RUNNING,99689.25,1649.216
353,2026-02-11 12:49:12,n8n,RUNNING,100761.38,1649.216
354,2026-02-11 12:49:12,supabase-auth,RUNNING,99146.53,1649.216
355,2026-02-11 12:49:12,supabase-edge-functions,RUNNING,101277.46,1649.216
356,2026-02-11 12:49:12,n8n_redis,RUNNING,98054.43,1649.216
357,2026-02-11 12:49:12,supabase-vector,RUNNING,100749.72,1649.216
358,2026-02-11 12:49:12,chatwoot_sidekiq,RUNNING,98605.47,1649.216
359,2026-02-11 12:49:12,supabase-db,RUNNING,100696.45,1649.216
360,2026-02-11 12:49:12,supabase-kong,RUNNING,98187.61,1649.216
361,2026-02-11 12:49:12,redis,RUNNING,101092.67,1649.216
